## Fri Jan 20 14:08:03 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1224 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FNPKGJ_08905	216595.PFLU_1644	5e-240	660.0	COG1932@1|root,COG1932@2|Bacteria,1MUB5@1224|Proteobacteria,1RMKU@1236|Gammaproteobacteria,1YNHJ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	serC	GO:0003674,GO:0003824,GO:0004648,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006520,GO:0006553,GO:0006563,GO:0006564,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009089,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019752,GO:0019842,GO:0030170,GO:0033359,GO:0034641,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046394,GO:0046451,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0070279,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901615,GO:1901617	2.6.1.52	ko:K00831	ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230	M00020,M00124	R04173,R05085	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	iEcE24377_1341.EcE24377A_1004,iPC815.YPO1389,iYL1228.KPN_00935	Aminotran_5
FNPKGJ_08910	1415630.U771_09280	7.48e-260	712.0	COG0077@1|root,COG1605@1|root,COG0077@2|Bacteria,COG1605@2|Bacteria,1MU60@1224|Proteobacteria,1RNRD@1236|Gammaproteobacteria	1224|Proteobacteria	E	chorismate mutase	pheA	-	4.2.1.51,4.2.1.91,5.4.99.5	ko:K01713,ko:K14170	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R00691,R01373,R01715	RC00360,RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,CM_2,PDT
FNPKGJ_08915	216595.PFLU_1646	7.02e-268	733.0	COG0079@1|root,COG0079@2|Bacteria,1MW7I@1224|Proteobacteria,1RP4T@1236|Gammaproteobacteria,1YNT6@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily	hisC	-	2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
FNPKGJ_08920	216595.PFLU_1647	0.0	1417.0	COG0128@1|root,COG0287@1|root,COG0128@2|Bacteria,COG0287@2|Bacteria,1MWMK@1224|Proteobacteria,1RQ8U@1236|Gammaproteobacteria,1YNN8@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576	1.3.1.12,1.3.1.43,2.5.1.19	ko:K00210,ko:K00220,ko:K00800	ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230	M00022,M00025,M00040	R00732,R01728,R03460	RC00125,RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase,PDH
FNPKGJ_08925	216595.PFLU_1648	2.21e-157	442.0	COG0283@1|root,COG0283@2|Bacteria,1MUUD@1224|Proteobacteria,1RNKT@1236|Gammaproteobacteria,1YPI1@136843|Pseudomonas fluorescens group	1224|Proteobacteria	F	Belongs to the cytidylate kinase family. Type 1 subfamily	cmk	GO:0003674,GO:0003824,GO:0004127,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006573,GO:0006575,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009165,GO:0009314,GO:0009628,GO:0009987,GO:0010165,GO:0010212,GO:0015939,GO:0015940,GO:0015949,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0034654,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iPC815.YPO1391,iSDY_1059.SDY_2348	Cytidylate_kin
FNPKGJ_08930	216595.PFLU_1649	0.0	1088.0	COG0539@1|root,COG0539@2|Bacteria,1MVAV@1224|Proteobacteria,1RMFY@1236|Gammaproteobacteria,1YMRN@136843|Pseudomonas fluorescens group	1224|Proteobacteria	J	thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence	rpsA	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0016043,GO:0017148,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113,GO:2000765,GO:2000766	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
FNPKGJ_08935	216595.PFLU_1650	1.39e-63	194.0	2EVSR@1|root,3164V@2|Bacteria,1QS5A@1224|Proteobacteria,1RVGX@1236|Gammaproteobacteria,1YTZP@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_08940	1282356.H045_04660	7.86e-65	197.0	COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,1S8XZ@1236|Gammaproteobacteria,1YQJ5@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control	himD	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2001141	-	ko:K05788	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
FNPKGJ_08945	216595.PFLU_1652	2.06e-13	66.2	2B21W@1|root,31UIR@2|Bacteria,1QSED@1224|Proteobacteria,1RVU2@1236|Gammaproteobacteria,1YUDJ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Pfam:DUF1049	-	-	-	-	-	-	-	-	-	-	-	-	LapA_dom
FNPKGJ_08950	1415630.U771_09325	5.76e-84	248.0	COG1898@1|root,COG1898@2|Bacteria,1RDA2@1224|Proteobacteria,1S4WE@1236|Gammaproteobacteria	1224|Proteobacteria	M	dTDP-6-deoxy-3,4-keto-hexulose isomerase	-	-	-	-	-	-	-	-	-	-	-	-	FdtA
FNPKGJ_08955	1415630.U771_09330	1.54e-237	657.0	COG0399@1|root,COG0399@2|Bacteria,1MUPN@1224|Proteobacteria,1RMCS@1236|Gammaproteobacteria	1224|Proteobacteria	E	Belongs to the DegT DnrJ EryC1 family	fdtB	-	2.6.1.104,2.6.1.59	ko:K02805,ko:K18653	-	-	R10698	RC00006,RC00781	ko00000,ko01000,ko01007	-	-	-	DegT_DnrJ_EryC1
FNPKGJ_08960	1415630.U771_09335	5.84e-254	702.0	COG2244@1|root,COG2244@2|Bacteria,1MV5E@1224|Proteobacteria,1RP0A@1236|Gammaproteobacteria	1224|Proteobacteria	U	Mediates the transbilayer movement of Und-PP-GlcNAc- ManNAcA-Fuc4NAc (lipid III) from the inner to the outer leaflet of the cytoplasmic membrane during the assembly of enterobacterial common antigen (ECA)	-	-	-	ko:K03328	-	-	-	-	ko00000	2.A.66.2	-	-	Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C
FNPKGJ_08965	1415630.U771_09340	9.73e-219	611.0	2DZNJ@1|root,32VER@2|Bacteria,1NT64@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_08975	1415630.U771_09350	3.14e-162	459.0	arCOG09486@1|root,2ZC3Y@2|Bacteria,1RD8N@1224|Proteobacteria,1S6S8@1236|Gammaproteobacteria	1224|Proteobacteria	S	Glycosyl transferase, family 11	-	-	2.4.1.308	ko:K21367	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT11	-	Glyco_transf_11
FNPKGJ_08980	1415630.U771_09355	0.0	889.0	COG0836@1|root,COG0836@2|Bacteria,1MV39@1224|Proteobacteria,1RNQI@1236|Gammaproteobacteria	1224|Proteobacteria	GM	Belongs to the mannose-6-phosphate isomerase type 2 family	cpsB	GO:0000271,GO:0003674,GO:0003824,GO:0004475,GO:0005975,GO:0005976,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0008905,GO:0008928,GO:0009058,GO:0009059,GO:0009242,GO:0009628,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0016772,GO:0016779,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0046377,GO:0050896,GO:0070568,GO:0071704,GO:1901135,GO:1901137,GO:1901576	2.7.7.13,5.3.1.8	ko:K00971,ko:K16011	ko00051,ko00520,ko01100,ko01110,ko01130,ko02025,map00051,map00520,map01100,map01110,map01130,map02025	M00114,M00361,M00362	R00885,R01819	RC00002,RC00376	ko00000,ko00001,ko00002,ko01000	-	-	iE2348C_1286.E2348C_2191,iEC042_1314.EC042_2286,iECIAI1_1343.ECIAI1_2124,iECO26_1355.ECO26_2960,iECSE_1348.ECSE_2323,iECW_1372.ECW_m2206,iEKO11_1354.EKO11_1746,iEcE24377_1341.EcE24377A_2342,iLF82_1304.LF82_0345,iNRG857_1313.NRG857_10420,iWFL_1372.ECW_m2206	MannoseP_isomer,NTP_transferase
FNPKGJ_08990	1415630.U771_09365	1.07e-223	619.0	COG1087@1|root,COG1087@2|Bacteria,1MUHI@1224|Proteobacteria,1RMTU@1236|Gammaproteobacteria	1224|Proteobacteria	M	udp-glucose 4-epimerase	galE	GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0003978,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005996,GO:0006012,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009242,GO:0009987,GO:0016051,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019318,GO:0019320,GO:0019388,GO:0033499,GO:0033692,GO:0034637,GO:0034645,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046377,GO:0048037,GO:0050662,GO:0051287,GO:0070403,GO:0071704,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901575,GO:1901576	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	iECP_1309.ECP_2076,iPC815.YPO1139,iSF_1195.SF0545,iSFxv_1172.SFxv_0601,iS_1188.S0553,iYL1228.KPN_00773,ic_1306.c2560	Epimerase,GDP_Man_Dehyd
FNPKGJ_08995	1415630.U771_09370	5.06e-227	629.0	COG0438@1|root,COG0438@2|Bacteria,1MVKK@1224|Proteobacteria,1S3BJ@1236|Gammaproteobacteria	1224|Proteobacteria	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
FNPKGJ_09000	1415630.U771_09375	2.49e-173	489.0	COG0451@1|root,COG0451@2|Bacteria,1MX2J@1224|Proteobacteria,1RPHW@1236|Gammaproteobacteria	1224|Proteobacteria	M	epimerase dehydratase	galE	-	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
FNPKGJ_09005	1415630.U771_09380	1.09e-213	593.0	COG0472@1|root,COG0472@2|Bacteria,1MWYW@1224|Proteobacteria,1RNAP@1236|Gammaproteobacteria	1224|Proteobacteria	M	Catalyzes the transfer of the GlcNAc-1-phosphate moiety from UDP-GlcNAc onto the carrier lipid undecaprenyl phosphate (C55-P), yielding GlcNAc-pyrophosphoryl-undecaprenyl (GlcNAc-PP- C55)	wbpL	-	2.7.8.33,2.7.8.35	ko:K02851,ko:K13007	-	-	R08856	RC00002	ko00000,ko01000,ko01003,ko01005	-	-	-	Glycos_transf_4
FNPKGJ_09010	1415630.U771_09385	0.0	1240.0	COG1086@1|root,COG1086@2|Bacteria,1MWKY@1224|Proteobacteria,1RNQ2@1236|Gammaproteobacteria	1224|Proteobacteria	GM	Polysaccharide biosynthesis protein	pglF	GO:0008150,GO:0043900,GO:0043902,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0065007,GO:1900190,GO:1900192	4.2.1.135	ko:K15912	ko00520,map00520	-	-	-	ko00000,ko00001,ko01000	-	-	-	CoA_binding_3,Polysacc_synt_2
FNPKGJ_09015	1144310.PMI07_002972	5.27e-106	323.0	COG1835@1|root,COG1835@2|Bacteria,1RICE@1224|Proteobacteria,2UZ8C@28211|Alphaproteobacteria,4BHVY@82115|Rhizobiaceae	1224|Proteobacteria	I	Acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
FNPKGJ_09025	1470593.BW43_03836	4.43e-273	746.0	COG1089@1|root,COG1089@2|Bacteria,1MUX0@1224|Proteobacteria,1RMIY@1236|Gammaproteobacteria	1224|Proteobacteria	M	Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose	gmd	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008446,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	4.2.1.47	ko:K01711	ko00051,ko00520,ko01100,map00051,map00520,map01100	-	R00888	RC00402	ko00000,ko00001,ko01000	-	-	-	GDP_Man_Dehyd
FNPKGJ_09030	1470593.BW43_03837	1.29e-213	592.0	COG0451@1|root,COG0451@2|Bacteria,1MUGT@1224|Proteobacteria,1RMPQ@1236|Gammaproteobacteria	1224|Proteobacteria	GM	Catalyzes the two-step NADP-dependent conversion of GDP- 4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction	fcl	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009225,GO:0009226,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0034641,GO:0034654,GO:0042350,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046368,GO:0046483,GO:0050577,GO:0055086,GO:0055114,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901576	1.1.1.271	ko:K02377	ko00051,ko00520,ko01100,map00051,map00520,map01100	-	R05692	RC01014	ko00000,ko00001,ko01000	-	-	iAF987.Gmet_1312,iECP_1309.ECP_2092,iLF82_1304.LF82_0626,iNRG857_1313.NRG857_10435,iUMNK88_1353.UMNK88_2597	Epimerase
FNPKGJ_09035	216595.PFLU_1669	9.71e-66	201.0	COG1555@1|root,COG1555@2|Bacteria,1N6Q3@1224|Proteobacteria,1SC7U@1236|Gammaproteobacteria,1YQSW@136843|Pseudomonas fluorescens group	1224|Proteobacteria	L	Competence protein ComEA	comEA	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464	-	ko:K02237	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	HHH_3
FNPKGJ_09040	216595.PFLU_1670	2.74e-126	360.0	COG1309@1|root,COG1309@2|Bacteria,1N1Q3@1224|Proteobacteria,1SAMA@1236|Gammaproteobacteria	1224|Proteobacteria	K	transcriptional regulator	-	-	-	ko:K16137	-	-	-	-	ko00000,ko03000	-	-	-	TetR_N
FNPKGJ_09045	216595.PFLU_1671	3.45e-144	407.0	COG1802@1|root,COG1802@2|Bacteria,1Q2IV@1224|Proteobacteria,1S05M@1236|Gammaproteobacteria,1YNCI@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
FNPKGJ_09050	216595.PFLU_1672	3e-220	605.0	COG3665@1|root,COG3665@2|Bacteria,1N9DM@1224|Proteobacteria,1RZRT@1236|Gammaproteobacteria,1YRAM@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Domain of unknown function (DUF1989)	-	-	-	ko:K09967	-	-	-	-	ko00000	-	-	-	DUF1989
FNPKGJ_09055	1415630.U771_09425	1.89e-28	102.0	2C5DK@1|root,33A6P@2|Bacteria,1NJNE@1224|Proteobacteria,1SUQC@1236|Gammaproteobacteria	1224|Proteobacteria	S	Protein of unknown function (DUF2897)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2897
FNPKGJ_09060	216595.PFLU_1674	0.0	874.0	COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,1RQCJ@1236|Gammaproteobacteria,1YNJ3@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	permease	eat	-	-	ko:K16238	-	-	-	-	ko00000,ko02000	2.A.3.5	-	-	AA_permease_2
FNPKGJ_09070	216595.PFLU_1676	0.0	1094.0	COG2060@1|root,COG2060@2|Bacteria,1MV1K@1224|Proteobacteria,1RQZU@1236|Gammaproteobacteria,1YM61@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane	kdpA	GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0030955,GO:0031420,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043167,GO:0043169,GO:0043492,GO:0044464,GO:0046872,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0099131,GO:0099132	3.6.3.12	ko:K01546	ko02020,map02020	-	-	-	ko00000,ko00001,ko01000	3.A.3.7	-	-	KdpA
FNPKGJ_09075	216595.PFLU_1677	0.0	1254.0	COG2216@1|root,COG2216@2|Bacteria,1MU7D@1224|Proteobacteria,1RPPF@1236|Gammaproteobacteria,1YMMX@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system	kdpB	-	3.6.3.12	ko:K01547	ko02020,map02020	-	-	-	ko00000,ko00001,ko01000	3.A.3.7	-	-	E1-E2_ATPase,Hydrolase
FNPKGJ_09080	216595.PFLU_1678	7.6e-119	340.0	COG2156@1|root,COG2156@2|Bacteria,1RABG@1224|Proteobacteria,1RZ90@1236|Gammaproteobacteria,1YNVA@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex	kdpC	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0031004,GO:0031224,GO:0032991,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0090533,GO:0090662,GO:0098533,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1902494,GO:1902495,GO:1904949,GO:1990351	3.6.3.12	ko:K01548	ko02020,map02020	-	-	-	ko00000,ko00001,ko01000	3.A.3.7	-	iEcE24377_1341.EcE24377A_0722,ic_1306.c0781	KdpC
FNPKGJ_09085	216595.PFLU_1679	0.0	1699.0	COG0642@1|root,COG2205@2|Bacteria,1MUZQ@1224|Proteobacteria,1RMZT@1236|Gammaproteobacteria,1YNAF@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Histidine kinase	kdpD	-	2.7.13.3	ko:K07646	ko02020,map02020	M00454	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	DUF4118,GAF_3,HATPase_c,HisKA,KdpD,Usp
FNPKGJ_09090	216595.PFLU_1680	1.81e-159	447.0	COG0745@1|root,COG0745@2|Bacteria,1MWZ5@1224|Proteobacteria,1RNY2@1236|Gammaproteobacteria,1YPJ9@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	Transcriptional regulatory protein, C terminal	kdpE	-	-	ko:K07667	ko02020,ko02024,map02020,map02024	M00454	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
FNPKGJ_09095	216595.PFLU_1681	7.63e-248	680.0	COG1752@1|root,COG1752@2|Bacteria,1MUM9@1224|Proteobacteria,1RRA1@1236|Gammaproteobacteria,1YMUI@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Alpha beta hydrolase	rssA	GO:0003674,GO:0003824,GO:0016787	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
